City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
269,totness,1,US,1538536500,100,33.74,-80.8,73.04,6.64
270,amapa,75,HN,1538539200,88,15.09,-87.97,75.2,4.7
271,morondava,0,MG,1538538895,100,-20.3,44.28,67.22,4.29
272,san policarpo,80,PH,1538538895,100,12.18,125.51,81.08,9.55
273,karratha,20,AU,1538538895,23,-20.74,116.85,92.96,8.77
274,camopi,0,GF,1538538895,79,3.17,-52.33,76.76,4.18
275,tsuruga,20,JP,1538538896,76,35.64,136.07,71.72,3.06
276,san patricio,88,PY,1538538896,94,-26.98,-56.83,64.52,4.97
277,mehamn,75,NO,1538535000,64,71.03,27.85,39.2,14.99
278,gold coast,0,AU,1538537400,53,-28.0,153.41,71.6,13.87
279,saint george,0,GR,1538536800,82,39.45,22.34,57.2,4.7
280,sarkand,0,KZ,1538538896,59,45.41,79.91,51.56,6.53
281,nueva loja,20,EC,1538538896,90,0.08,-76.88,76.4,2.39
282,bud,56,NO,1538536800,81,62.91,6.91,44.6,11.41
283,te anau,0,NZ,1538538897,70,-45.41,167.72,46.97,11.56
284,bilibino,0,RU,1538538897,87,68.06,166.44,34.91,3.06
285,balsas,8,BR,1538538897,30,-7.53,-46.04,83.51,8.43
286,yendi,68,GH,1538538897,89,9.45,0.0,74.96,6.64
287,linoan,20,PH,1538538897,81,7.67,125.98,85.49,5.08
288,minot,90,US,1538535660,95,48.23,-101.3,48.92,13.87
289,havre,90,US,1538535180,92,48.55,-109.68,35.96,14.99
290,nkan,48,GQ,1538538897,94,2.26,11.22,69.92,2.17
291,santa lucia,40,IT,1538535300,82,39.93,9.66,60.8,10.29
292,batemans bay,8,AU,1538538898,55,-35.71,150.18,74.06,5.53
293,paamiut,80,GL,1538538898,97,61.99,-49.67,37.97,8.21
294,sao joao da barra,8,BR,1538538898,94,-21.64,-41.05,76.58,29.35
295,galesong,20,ID,1538537400,41,-5.32,119.37,93.2,11.41
296,half moon bay,90,US,1538538000,88,37.46,-122.43,73.04,5.82
297,yatou,40,CM,1538535600,94,3.63,9.81,77.0,2.24
298,port lincoln,32,AU,1538538899,90,-34.72,135.86,60.56,15.03
299,san andres,56,PH,1538538899,100,13.32,122.68,82.88,6.42
300,quarai,88,BR,1538538899,87,-30.39,-56.45,58.76,9.44
301,svetlogorsk,48,RU,1538535600,69,53.14,59.15,35.6,6.71
302,sisophon,20,KH,1538538899,81,13.59,102.97,83.24,10.56
303,mangrol,0,IN,1538538899,53,25.33,76.51,81.71,6.31
304,dunmore east,36,IE,1538538900,99,52.15,-6.99,54.98,9.66
305,tsaratanana,0,MG,1538538900,90,-16.8,47.65,57.14,6.53
306,qiqihar,0,CN,1538538900,49,47.35,123.91,64.61,5.41
307,puerto narino,75,CO,1538535600,100,-3.77,-70.38,75.2,2.24
308,astara,40,AZ,1538535600,100,38.42,48.87,60.8,1.83
309,chimoio,0,MZ,1538535600,100,-19.11,33.48,60.8,4.7
310,alenquer,20,BR,1538535600,94,-1.95,-54.74,77.0,3.36
311,biscarrosse,90,FR,1538537400,93,44.41,-1.18,57.2,3.06
312,vaitape,8,PF,1538538900,100,-16.52,-151.75,76.4,26.78
313,toyooka,20,JP,1538535600,43,35.55,134.82,73.4,2.24
314,quelimane,0,MZ,1538538901,90,-17.88,36.89,62.63,3.18
315,pacific grove,75,US,1538537820,75,36.62,-121.92,64.94,4.7
316,arraial do cabo,12,BR,1538538901,94,-22.97,-42.02,73.52,12.12
317,alencon,90,FR,1538537400,77,48.43,0.08,60.8,4.7
318,margate,20,AU,1538537400,44,-43.03,147.26,57.2,21.92
319,winnemucca,1,US,1538535360,49,40.97,-117.74,62.06,9.17
320,maragogi,92,BR,1538538901,98,-9.01,-35.22,72.98,4.97
321,carutapera,8,BR,1538538901,82,-1.2,-46.02,79.64,11.01
322,ambilobe,0,MG,1538538902,77,-13.19,49.05,64.61,4.41
323,egvekinot,88,RU,1538538902,98,66.32,-179.17,45.71,7.2
324,demidov,20,RU,1538538902,93,55.27,31.52,43.19,10.56
325,sayyan,0,YE,1538538902,54,15.17,44.32,43.01,3.29
326,virginia beach,1,US,1538536500,84,36.85,-75.98,74.3,10.29
327,kushiro,20,JP,1538535600,63,43.11,144.15,64.4,12.75
328,evensk,80,RU,1538538902,97,61.92,159.24,46.52,11.23
329,letlhakane,0,BW,1538538902,59,-21.42,25.59,51.2,2.73
330,komsomolskiy,88,RU,1538538903,95,67.55,63.78,32.39,13.47
331,fare,48,PF,1538538903,100,-16.7,-151.02,76.31,26.66
332,novoanninskiy,24,RU,1538538903,94,50.53,42.67,50.21,3.4
333,port blair,8,IN,1538538903,100,11.67,92.75,85.04,4.18
334,vestmanna,0,FO,1538536800,86,62.16,-7.17,37.4,1.12
335,gamba,24,CN,1538538903,59,28.28,88.52,31.94,2.73
336,porto novo,0,BR,1538535600,83,-23.68,-45.44,69.8,1.12
337,rabo de peixe,40,PT,1538537400,88,37.8,-25.58,69.8,12.75
338,boueni,20,YT,1538537400,83,-12.9,45.08,75.2,4.7
339,fairmont,1,US,1538536500,88,40.64,-97.59,74.3,8.05
340,kodiak,1,US,1538535180,76,39.95,-94.76,77.0,8.05
341,bemidji,90,US,1538536500,91,47.48,-94.89,48.02,11.41
342,trelew,0,AR,1538538904,34,-43.25,-65.31,44.72,10.78
343,krasnaya polyana,92,UA,1538538904,92,45.47,34.13,58.94,5.97
344,bolobo,12,CD,1538538904,100,-2.17,16.23,69.92,2.28
345,benguela,56,AO,1538538905,100,-12.58,13.4,68.21,2.28
346,puri,40,ID,1538535600,55,-7.54,112.45,87.8,9.17
347,rodrigues alves,0,BR,1538535600,88,-7.74,-72.65,77.0,2.24
348,oistins,40,BB,1538535600,88,13.07,-59.53,80.6,8.05
349,alofi,75,NU,1538535600,65,-19.06,-169.92,78.8,16.11
350,auki,0,NG,1538538905,94,12.18,6.51,72.98,8.43
351,fort nelson,75,CA,1538535600,55,58.81,-122.69,35.6,2.24
352,hrubieszow,68,PL,1538538905,74,50.8,23.89,43.82,19.28
353,sortland,24,NO,1538536800,100,68.69,15.42,39.2,3.36
354,zhengjiatun,0,CN,1538538906,62,43.51,123.51,65.33,4.63
355,kavieng,56,PG,1538538906,100,-2.57,150.8,85.04,1.39
356,sorland,40,NO,1538535000,80,67.67,12.69,39.2,6.93
357,vestmannaeyjar,92,IS,1538538906,96,63.44,-20.27,41.3,3.96
358,puerto del rosario,0,ES,1538537400,83,28.5,-13.86,73.4,10.29
359,deputatskiy,80,RU,1538538906,87,69.3,139.9,25.55,11.01
360,altay,88,CN,1538538906,92,47.83,88.13,30.41,3.18
361,najran,0,SA,1538535600,53,17.54,44.22,66.2,2.24
362,farafangana,92,MG,1538538906,100,-22.82,47.83,70.37,9.1
363,ulaangom,92,MN,1538538907,80,49.98,92.07,29.69,7.65
364,coquimbo,0,CL,1538535600,87,-29.95,-71.34,51.8,8.66
365,hami,36,CN,1538538907,40,42.84,93.51,64.52,6.31
366,ouadda,32,CF,1538538907,97,8.07,22.4,66.05,7.09
367,sukpak,88,RU,1538538907,70,51.65,94.27,42.74,15.26
368,sinnamary,8,GF,1538538907,91,5.38,-52.96,82.43,14.14
369,yeniseysk,48,RU,1538538907,68,58.45,92.17,38.96,3.74
370,champaign,40,US,1538537700,91,40.12,-88.24,68.0,3.36
371,flin flon,36,CA,1538538908,83,54.77,-101.88,35.99,7.65
372,olinda,75,EC,1538535600,83,-2.03,-79.75,71.6,13.87
373,dawson creek,1,CA,1538535600,63,55.76,-120.23,28.4,3.36
374,nyazepetrovsk,44,RU,1538538908,80,56.06,59.6,40.22,6.76
375,san juan,75,PH,1538535600,66,14.6,121.03,86.0,6.93
376,basoko,64,CD,1538538909,100,1.23,23.61,70.28,4.41
377,sheltozero,76,RU,1538538909,100,61.37,35.37,43.46,2.95
378,yulara,40,AU,1538535600,32,-25.24,130.99,80.6,16.11
379,the valley,20,AI,1538535600,78,18.22,-63.06,82.4,2.24
380,alyangula,0,AU,1538538909,84,-13.85,136.42,83.33,14.58
381,muzhi,36,RU,1538538909,87,65.4,64.7,26.45,6.2
382,alice springs,0,AU,1538537400,9,-23.7,133.88,91.4,16.11
383,viloco,0,BO,1538538909,82,-16.87,-67.5,48.41,1.61
384,pochutla,8,MX,1538538910,100,15.74,-96.47,83.69,9.78
385,sambava,64,MG,1538538910,100,-14.27,50.17,72.44,14.47
386,celestun,44,MX,1538538910,97,20.87,-90.4,83.78,18.39
387,kaitangata,0,NZ,1538538910,62,-46.28,169.85,56.24,11.45
388,port elizabeth,75,US,1538538000,68,39.31,-74.98,75.02,4.7
389,umm kaddadah,0,SD,1538538910,68,13.6,26.69,74.06,9.66
390,majene,0,ID,1538538910,90,-3.54,118.97,84.5,13.47
391,shelburne,90,CA,1538536920,100,44.08,-80.2,51.8,2.24
392,pringsewu,0,ID,1538538910,62,-5.36,104.98,87.56,2.95
393,arosa,0,CH,1538536800,96,46.78,9.68,42.8,2.24
394,kaeo,24,NZ,1538538911,68,-35.1,173.78,63.44,8.1
395,coihaique,90,CL,1538535600,56,-45.58,-72.07,44.6,4.7
396,severobaykalsk,64,RU,1538538911,64,55.65,109.32,49.49,1.05
397,la palma,88,CO,1538538911,100,5.36,-74.39,66.68,1.16
398,matagami,92,NG,1538538912,97,9.67,8.4,68.66,3.96
399,georgetown,0,GY,1538535600,100,6.8,-58.16,75.2,2.24
400,gornopravdinsk,48,RU,1538538912,89,60.06,69.92,42.92,5.97
401,lorengau,36,PG,1538538912,97,-2.02,147.27,85.4,4.41
402,cambara,8,BR,1538538913,94,-23.05,-50.07,67.22,3.62
403,lufilufi,88,WS,1538538913,100,-13.87,-171.6,81.26,26.78
404,axim,64,GH,1538538913,99,4.87,-2.24,78.11,8.99
405,sibu,75,MY,1538535600,79,2.29,111.83,84.2,4.7
406,vilyuysk,92,RU,1538538913,98,63.75,121.63,39.68,5.75
407,rondonopolis,32,BR,1538538913,98,-16.46,-54.64,69.11,2.73
408,ventanas,0,CL,1538535600,71,-32.74,-71.48,55.4,2.24
409,shymkent,0,KZ,1538535600,28,42.31,69.59,69.8,6.71
410,saint-joseph,0,FR,1538537400,71,43.56,6.97,59.0,4.7
411,fredericksburg,1,US,1538536500,81,30.28,-98.87,76.46,10.0
412,peniche,0,PT,1538537400,21,39.36,-9.38,69.8,9.17
413,ketchikan,1,US,1538535360,13,55.34,-131.65,48.92,5.97
414,novikovo,12,UA,1538538914,100,45.05,34.56,54.17,5.64
415,hofn,92,IS,1538538914,100,64.25,-15.21,40.49,10.78
416,bubaque,20,GW,1538538914,100,11.28,-15.83,80.36,10.78
417,meulaboh,32,ID,1538538914,100,4.14,96.13,81.89,2.62
418,wakkanai,40,JP,1538535600,55,45.41,141.67,64.4,25.28
419,ziro,90,IN,1538537400,94,27.54,93.82,73.4,5.82
420,siquirres,92,CR,1538538915,99,10.1,-83.51,75.5,2.17
421,kargasok,92,RU,1538538915,79,59.06,80.87,43.19,5.86
422,kuala selangor,75,MY,1538535600,70,3.34,101.25,86.0,3.36
423,nyurba,64,RU,1538538915,84,63.29,118.35,42.11,9.33
424,oriximina,0,BR,1538538915,58,-1.77,-55.87,84.77,5.19
425,sopelana,0,ES,1538537400,87,43.38,-2.98,50.0,4.7
426,ratnagiri,92,IN,1538538686,100,16.98,73.3,79.64,0.49
427,zambrow,88,PL,1538538915,92,52.99,22.24,47.51,23.2
428,ituango,48,CO,1538538915,100,7.17,-75.76,65.87,1.5
429,coari,32,BR,1538538916,92,-4.09,-63.14,78.02,2.17
430,airai,36,TL,1538538916,47,-8.93,125.41,83.51,1.16
431,wanning,75,AT,1538536800,76,48.64,13.53,51.8,14.99
432,kabale,88,UG,1538538916,100,-1.26,29.99,57.86,1.83
433,tezu,24,IN,1538538916,78,27.93,96.16,68.12,0.72
434,hay river,75,CA,1538535600,58,60.82,-115.79,30.2,8.05
435,bukama,44,CD,1538538916,73,-9.2,25.85,68.84,3.96
436,tazovskiy,24,RU,1538538916,78,67.47,78.7,25.01,3.29
437,menongue,0,AO,1538538917,37,-14.66,17.68,66.23,5.41
438,okhotsk,8,RU,1538538917,82,59.36,143.24,46.79,4.18
439,quanzhou,0,CN,1538535600,39,24.9,118.59,82.4,13.42
440,sosnogorsk,92,RU,1538538917,98,63.59,53.93,42.56,7.65
441,warrington,90,GB,1538536800,93,53.39,-2.59,55.4,13.87
442,cooma,0,AU,1538538917,58,-36.24,149.13,67.04,13.35
443,kasongo-lunda,80,CD,1538538918,99,-6.48,16.82,66.86,2.73
444,tual,20,ID,1538538918,96,-5.67,132.75,81.62,12.12
445,calvinia,0,ZA,1538538918,68,-31.47,19.78,45.62,14.14
446,caboolture,20,AU,1538537400,49,-27.08,152.95,80.6,11.41
447,san cristobal,40,EC,1538535600,87,-0.39,-78.55,53.6,2.24
448,gravdal,88,NO,1538536800,81,59.79,5.78,46.4,17.22
449,qaqortoq,92,GL,1538535000,43,60.72,-46.03,35.6,6.93
450,ostrovnoy,80,RU,1538538919,82,68.05,39.51,28.7,7.87
451,pangoa,44,PE,1538538919,97,-12.12,-73.0,64.61,2.62
452,kedrovyy,0,RU,1538535600,60,56.17,91.82,42.8,8.95
453,mount isa,0,AU,1538537400,18,-20.73,139.49,91.4,6.93
454,namatanai,0,PG,1538538919,90,-3.66,152.44,86.39,2.28
455,petatlan,88,MX,1538538830,100,17.52,-101.27,81.71,9.55
456,shepsi,88,RU,1538538919,100,44.04,39.15,69.29,10.11
457,zlobin,0,HR,1538537400,66,45.29,14.65,50.0,3.36
458,kuryk,12,KZ,1538538919,64,43.18,51.68,63.98,11.45
459,kamaishi,20,JP,1538535600,46,39.28,141.86,73.4,6.93
460,kungurtug,76,RU,1538538920,60,50.6,97.53,45.44,4.18
461,cabedelo,40,BR,1538535600,94,-6.97,-34.84,73.4,5.82
462,muscatine,1,US,1538537700,100,41.42,-91.04,64.4,6.93
463,luganville,80,VU,1538538920,100,-15.51,167.18,78.56,11.23
464,okoneshnikovo,64,RU,1538538920,83,54.84,75.08,43.1,7.87
465,richards bay,88,ZA,1538538920,69,-28.77,32.06,67.31,13.24
466,port hardy,5,CA,1538535600,75,50.7,-127.42,41.0,5.82
467,tecoanapa,40,MX,1538534700,79,16.99,-99.26,84.2,10.29
468,rivadavia,0,AR,1538538921,65,-31.53,-68.59,46.25,4.97
469,kieta,76,PG,1538538921,95,-6.22,155.63,82.61,4.18
470,nurota,0,UZ,1538535600,38,40.56,65.69,60.8,4.7
471,massakory,0,TD,1538538921,81,13.0,15.73,73.16,2.84
472,ust-omchug,8,RU,1538538921,86,61.13,149.63,26.72,3.51
473,gol,0,IN,1538538921,50,25.38,72.44,83.87,6.08
474,thinadhoo,64,MV,1538538921,100,0.53,72.93,80.36,21.74
475,natal,40,BR,1538535600,83,-5.81,-35.21,75.2,4.7
476,ngunguru,0,NZ,1538538921,99,-35.62,174.5,60.02,9.55
477,barrhead,0,CA,1538538922,64,54.12,-114.4,27.08,8.77
478,grafton,0,AU,1538538922,63,-29.69,152.93,72.71,3.06
479,kisangani,64,CD,1538538922,100,0.52,25.21,71.81,2.39
480,terra santa,0,BR,1538538922,55,-2.1,-56.49,84.5,5.53
481,pisco,75,PE,1538535600,88,-13.71,-76.2,64.4,4.7
482,sibolga,48,ID,1538538922,88,1.74,98.78,77.84,1.95
483,nossa senhora da gloria,0,BR,1538538922,91,-10.22,-37.42,68.12,6.87
484,touros,88,BR,1538538923,93,-5.2,-35.46,76.04,11.56
485,burnie,0,AU,1538538923,89,-41.05,145.91,58.04,15.37
486,nalut,0,LY,1538538923,90,31.86,10.98,55.43,4.97
487,avera,1,US,1538537700,92,33.19,-82.53,78.08,5.75
488,monzon,5,IT,1538535300,69,46.45,11.69,39.2,9.17
489,dinar,0,TR,1538536800,87,38.07,30.16,48.2,4.7
490,wenling,8,CN,1538538923,85,28.38,121.38,75.41,14.14
491,saint-georges,92,CA,1538538924,97,46.12,-70.67,44.99,6.31
492,narasaraopet,0,IN,1538538924,69,16.24,80.05,86.12,3.96
493,aykhal,88,RU,1538538924,84,65.95,111.51,34.82,8.88
494,delvada,0,IN,1538538924,79,24.01,72.98,82.07,0.6
495,laguna,0,MX,1538538924,67,27.52,-110.01,80.81,3.62
496,ballina,92,IE,1538538924,99,54.11,-9.15,54.08,13.24
497,eyl,76,SO,1538538636,95,7.98,49.82,74.69,11.79
498,biaora,12,IN,1538538924,65,23.92,76.91,77.84,4.52
499,sistranda,75,NO,1538535000,75,63.73,8.83,46.4,25.28
500,coahuayana,0,MX,1538538924,77,18.62,-100.35,69.2,1.95
501,gigmoto,76,PH,1538538925,100,13.78,124.39,82.79,10.45
502,spruce grove,1,CA,1538535600,73,53.55,-113.9,28.4,4.7
503,saint-pierre,90,FR,1538537400,100,48.95,4.24,55.4,6.93
504,general roca,0,AR,1538535600,39,-39.03,-67.58,50.0,12.75
505,twentynine palms,1,US,1538535360,39,34.14,-116.05,87.08,11.41
506,steamboat springs,90,US,1538537700,83,40.48,-106.83,62.06,2.73
507,jawhar,12,IN,1538538926,88,19.91,73.23,80.18,3.74
508,tautira,75,PF,1538537400,65,-17.73,-149.15,78.8,6.93
509,naze,88,NG,1538538926,98,5.43,7.07,72.89,3.18
510,iskateley,92,RU,1538538926,100,67.68,53.15,38.15,10.78
511,kuching,75,MY,1538537400,70,1.56,110.34,87.8,3.36
512,elko,1,US,1538535360,89,40.83,-115.76,51.08,5.82
513,touba,24,SN,1538538927,75,14.86,-15.88,79.1,3.18
514,russkiy kameshkir,12,RU,1538538927,86,52.86,46.09,47.06,14.25
515,yumbel,0,CL,1538535600,81,-37.1,-72.56,46.4,9.17
516,hit,56,IQ,1538538927,50,33.64,42.83,72.44,4.18
517,luwuk,64,ID,1538538927,82,-0.95,122.79,81.62,5.97
518,opunake,12,NZ,1538538927,90,-39.45,173.86,56.78,12.01
519,harper,1,US,1538536500,81,30.3,-99.24,75.92,11.01
520,tendukheda,0,IN,1538537400,69,23.4,79.54,78.8,4.29
521,bani walid,0,LY,1538538928,89,31.76,14.0,62.36,8.77
522,jinja,80,UG,1538538928,99,0.44,33.21,63.44,3.29
523,jacqueville,75,CI,1538537400,94,5.21,-4.42,77.0,3.36
524,surt,0,LY,1538538928,100,31.21,16.59,70.46,10.11
525,honiara,75,SB,1538535600,79,-9.43,159.96,84.2,4.7
526,shubarkuduk,0,KZ,1538538928,48,49.15,56.49,42.29,10.56
527,sur,0,OM,1538538928,92,22.57,59.53,83.33,6.87
528,pindobacu,0,BR,1538538872,74,-10.74,-40.36,72.44,9.55
529,guarapari,75,BR,1538535600,78,-20.67,-40.5,77.0,12.75
530,umm lajj,0,SA,1538538929,100,25.02,37.27,75.68,4.18
531,kadnikov,92,RU,1538538929,96,59.5,40.34,45.26,10.33
532,treinta y tres,0,UY,1538538929,90,-33.23,-54.39,42.11,5.41
533,bridlington,0,GB,1538536800,87,54.08,-0.19,46.4,4.7
534,henties bay,100,NA,1538538929,88,-22.12,14.28,59.66,3.62
535,lamesa,1,US,1538536500,64,32.74,-101.95,73.4,10.29
536,codrington,0,AU,1538538929,68,-28.95,153.24,72.53,3.4
537,hachinohe,40,JP,1538533860,49,40.47,141.48,71.6,18.34
538,takoradi,48,GH,1538538930,99,4.89,-1.75,76.04,5.64
